SubjectID,Gender,Age,BlockType,BlockNumber,TrialNumber,Stimulus,IsTarget,Response,RT,Correct,VAS_Baseline,VAS_PostBlock,Timestamp
ex_001,F,24,0,1,90,N,0,RIGHT,0.614404395979363,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,91,T,0,RIGHT,0.43144981196383,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,92,V,1,LEFT,0.415785363991745,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,93,V,1,LEFT,0.672946586972103,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,94,V,1,LEFT,0.410472975985613,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,95,M,0,RIGHT,0.267808020988014,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,96,B,0,RIGHT,0.588805495004635,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,97,J,0,RIGHT,0.375814710976556,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,98,V,1,RIGHT,0.29613214195706,0,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,99,T,0,RIGHT,0.376633877982385,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,100,J,0,RIGHT,0.575614180008415,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,101,N,0,RIGHT,0.496119580988307,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,102,V,1,LEFT,0.483015951002017,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,103,V,1,LEFT,0.562507914029993,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,104,H,0,RIGHT,0.446318076981697,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,105,R,0,RIGHT,0.34879365703091,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,106,R,0,RIGHT,0.315262196003459,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,107,S,0,RIGHT,0.3651406429708,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,108,M,0,RIGHT,0.336075103026815,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,109,V,1,LEFT,0.521277605963405,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,110,G,0,RIGHT,0.490133865969256,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,111,X,0,RIGHT,0.400469316984527,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,112,F,0,RIGHT,0.386655777983833,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,113,V,0,LEFT,0.56408521195408,0,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,114,N,0,RIGHT,0.630073842010461,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,115,V,1,LEFT,0.501652505015954,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,116,C,0,RIGHT,0.345552070008125,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,117,L,0,RIGHT,0.535675237013493,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,118,D,0,RIGHT,0.450786414963659,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,119,Z,0,RIGHT,0.549247343966272,1,4,13,2025-11-23 10:19:49
ex_001,F,24,0,1,120,B,0,RIGHT,0.394946422020439,1,4,13,2025-11-23 10:19:49
